linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
west-county-health-centers,https://www.linkedin.com/company/west-county-health-centers,West County Health Centers,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"West County Health Centers is a 501(c)(3) non-profit, community-based Federally Qualified Health Center ... 201-500 employees. Headquarters: Sebastopol, CA.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",10,2026-04-17T07:54:02Z,https://west-county.com,parking,3
whatley-health-services,https://www.linkedin.com/company/whatley-health-services,Whatley Health Services,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"... Community Health Center with 13 sites in a 8 county service area servicing ... 51-200 employés. Siège social: Tuscaloosa, Alabama. Type: Non lucratif.","site:linkedin.com/company/ ""community health center"" ""51-200""",15,2026-04-17T07:51:59Z,https://whatleyhealth.org,ok,3
whitemountainhealth,https://www.linkedin.com/company/whitemountainhealth,White Mountain Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"External link for White Mountain Community Health Center. Industry: Hospitals and Health Care. Company size: 11-50 employees. Headquarters: Conway, New ...","site:linkedin.com/company/ ""community health center"" ""11-50""",3,2026-04-17T07:51:04Z,https://www.whitemtn.com,needs_review,3
wilson-family-medicine,https://www.linkedin.com/company/wilson-family-medicine,Wilson Family Medicine,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"... community health center in the panhandle of Florida in 1991. North Florida ... 11–50 Beschäftigte. Art: Personengesellschaft (OHG, KG, GbR etc ...","site:linkedin.com/company/ ""community health center"" ""11-50""",8,2026-04-17T07:51:11Z,https://wilsonfamilymedicine.com,wrong_entity,3
zufall-health-center,https://www.linkedin.com/company/zufall-health-center,Zufall Health,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,... community health center that provides access to quality and ... 201-500 名員工. 總部: DoverNew Jersey. 類型: 非營利組織. 創立時間: 1990. 專長 ...,"site:linkedin.com/company/ ""community health center"" ""201-500""",9,2026-04-17T07:52:33Z,https://www.zufallhealth.org,ok,3
alcona-health-center,https://www.linkedin.com/company/alcona-health-center,ALCONA HEALTH CENTER,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"Alcona Health Center is a non-profit, Federally Qualified Health Center with locations throughout northern lower Michigan and the eastern UP. ... 201-500 名員工.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",5,2026-04-17T07:53:55Z,https://alconahealthcenter.org,wrong_entity,2
aids-project-of-the-ozarks,https://www.linkedin.com/company/aids-project-of-the-ozarks,APO Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"APO Community Health Center | 169 abonnés sur LinkedIn. APO is a ... 51-200 employés. Siège social: Springfield, Missouri. Type: Non lucratif. Fondée ...","site:linkedin.com/company/ ""community health center"" ""51-200""",19,2026-04-17T07:52:04Z,,none,2
aaron-e-henry-community-health-services-center-inc,https://www.linkedin.com/company/aaron-e-henry-community-health-services-center-inc,"Aaron E. Henry Community Health Services Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees. Headquarters: Clarksdale, MS. Type: Nonprofit. Founded ... Henry Community Health Center for the past 8 years, and just ...","site:linkedin.com/company/ ""community health center"" ""51-200""",13,2026-04-17T07:51:56Z,https://aarone.org,thin_or_dead,2
abra-marketing,https://www.linkedin.com/company/abra-marketing,Abra Marketing,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Santa Rosa, CA. Type: Privately Held. Founded: 1999 ... FQHC marketing. By leveraging local insights and targeted outreach ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",6,2026-04-17T07:54:33Z,https://abramarketing.com,ok,2
accesshealthtx,https://www.linkedin.com/company/accesshealthtx,AccessHealth Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Richmond, Texas. Type: Nonprofit. Founded: 1975. Specialties: Community Health Center, Family Medicine, Pediatric Care, Dental ...","site:linkedin.com/company/ ""community health center"" ""201-500""",16,2026-04-17T07:52:43Z,,none,2
alexander-valley-healthcare,https://www.linkedin.com/company/alexander-valley-healthcare,Alexander Valley Healthcare,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... federally qualified health center, which allows it to receive federal health ... 51 - 200 çalışan. Genel Merkez: Cloverdale, California. Türü: Kâr Amacı ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",1,2026-04-17T07:53:13Z,https://alexandervalleyhealthcare.org,needs_review,2
alliance-health-centers,https://www.linkedin.com/company/alliance-health-centers,Alliance Health Centers,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Fort Wayne, Indiana. Type: Nonprofit. Founded ... FQHC #CommunityHealth #HRSA #PrimaryCare #HealthEquity #IndianaHealthcare ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",17,2026-04-17T07:55:21Z,https://alliance-health.org,needs_review,2
amoskeag-health,https://www.linkedin.com/company/amoskeag-health,Amoskeag Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: Manchester, NH. Type: Nonprofit. Founded: 1993 ... FQHC. #HMSBioethics #bioethics #blog #rarediseases #pediatrics ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",14,2026-04-17T07:55:55Z,https://www.amoskeaghealth.org,title_mismatch,2
angelsdiagnosticgroup,https://www.linkedin.com/company/angelsdiagnosticgroup,Angels Diagnostic Group,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 עובדים. משרדים ראשיים: Miami. סוג: חברה ציבורית. מיקומים. הראשי. Miami, US ... דפים דומים. Angels Clinical Research Institute. Research Services. ‏Miami ...","site:linkedin.com/company/ ""community health center"" ""11-50""",26,2026-04-17T07:51:34Z,https://angelsdiagnostic.com,ok,2
apexusllc,https://www.linkedin.com/company/apexusllc,Apexus LLC,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employés. Siège social: Irving, TX. Type: Société civile/Société ... FQHC 340B Compliance. Hôpitaux et services de santé. Lebanon, Tennessee · 340B ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",14,2026-04-17T07:55:17Z,https://www.apexus.com,needs_review,2
azalliancechcs,https://www.linkedin.com/company/azalliancechcs,Arizona Alliance for Community Health Centers,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Phoenix, Arizona. Type: Nonprofit. Founded: 1985 ... Community Health Center network. Beginning April 1, Elk Ridge Community ...","site:linkedin.com/company/ ""community health center"" ""11-50""",4,2026-04-17T07:51:05Z,https://aachc.org,wrong_entity,2
arvada-dental-center,https://www.linkedin.com/company/arvada-dental-center,Arvada Dental Center & Implants,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 medarbejdere. Hovedkvarter: Arvada, Colorado. Type: Selvejende ... Konza Prairie Community Health Center. Hospitaler og sundhedspleje. Junction ...","site:linkedin.com/company/ ""community health center"" ""11-50""",19,2026-04-17T07:51:24Z,https://arvadadentalcenter.com,ok,2
association-for-utah-community-health,https://www.linkedin.com/company/association-for-utah-community-health,Association for Utah Community Health,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 Beschäftigte. Hauptsitz: Salt Lake City, UT. Art: Nonprofit. Gegründet: 1985 ... Idaho Community Health Center Association. Gemeinnützige Organisationen.","site:linkedin.com/company/ ""community health center"" ""11-50""",7,2026-04-17T07:51:10Z,https://associationfor.com,needs_review,2
avivahealthor,https://www.linkedin.com/company/avivahealthor,Aviva Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"Aviva Health, formerly known as Umpqua Community Health Center, is a Federally Qualified Health Center ... 201-500 employees. Headquarters: Roseburg, Oregon.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",2,2026-04-17T07:53:52Z,https://www.avivahealth.com,bad_content,2
beverly-bootstraps,https://www.linkedin.com/company/beverly-bootstraps,Beverly Bootstraps,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Beverly, Massachusetts. Type: Nonprofit. Founded ... Lynn Community Health Center. Hospitals and Health Care. Lynn ...","site:linkedin.com/company/ ""community health center"" ""11-50""",23,2026-04-17T07:51:30Z,https://beverlybootstraps.org,ok,2
brooklynplaza-medical-center-inc,https://www.linkedin.com/company/brooklynplaza-medical-center-inc,Brooklyn Plaza Medical Center Inc.,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"With nearly 40 years of service, our licensed and federally Qualified Health Center ... 11-50 employees. Headquarters: Brooklyn, New York. Type: Public Company.","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",6,2026-04-17T07:53:08Z,https://www.brooklynplaza.org,ok_loc_only,2
bucksport-regional-health-ctr,https://www.linkedin.com/company/bucksport-regional-health-ctr,Bucksport Regional Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"Bucksport Regional Health Center is a Federally Qualified Health Center and ... 51-200 employees. Headquarters: Bucksport, Maine. Type: Public Company.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",11,2026-04-17T07:53:25Z,https://www.bucksportrhc.com,ok,2
bullhook-community-health-center,https://www.linkedin.com/company/bullhook-community-health-center,Bullhook Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,Lien externe pour Bullhook Community Health Center. Secteur: Services de bien-être et installations sportives. Taille de l'entreprise: 11-50 employés. Siège ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",2,2026-04-17T07:51:03Z,,none,2
cascada-dental-spa,https://www.linkedin.com/company/cascada-dental-spa,CASCADA DENTAL SPA,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 pekerja. Ibu pejabat: New York, NY. Jenis: Milik Persendirian. Pengkhususan ... Kennedy Community Health Center. Hospital dan Penjagaan Kesihatan.","site:linkedin.com/company/ ""community health center"" ""11-50""",9,2026-04-17T07:51:12Z,https://www.cascadadental.com,title_mismatch,2
center-for-health-education-medicine-and-dentistry,https://www.linkedin.com/company/center-for-health-education-medicine-and-dentistry,CHEMED Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,... Federally Qualified Health Center (FQHC) that services its patients as a ... 社員 201-500名. 本社: Lakewood、NJ. 種類: 非営利団体. 創立: 2007. 場所. プライマリ.,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",17,2026-04-17T07:54:10Z,https://www.chemedhealth.org,ok,2
caf%c3%a9-nola,https://www.linkedin.com/company/caf%c3%a9-nola,Campanella & Associates,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"... FQHC's, Pharmacies, and Clinics. Our client's have saved over thousands in ... 11-50 employees. Type: Partnership. Founded: 2019. Employees at Campanella ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",14,2026-04-17T07:54:42Z,,none,2
caremessage,https://www.linkedin.com/company/caremessage,CareMessage,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,51-200 karyawan ... CareMessage is proud to sponsor this gathering of community health center leaders and advocates working to expand access to ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",23,2026-04-17T07:52:10Z,https://www.caremessage.org,ok,2
carolina-family-health-centers,https://www.linkedin.com/company/carolina-family-health-centers,"Carolina Family Health Centers, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,51-200 名員工. 總部: WilsonNorth Carolina. 類型: 非營利組織. 創立時間: 1994 ... Freedom Hill Community Health Center - Tuesdays & Fridays – 1:30 to 4:00 ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",27,2026-04-17T07:52:16Z,https://carolinafamily.org,ok,2
ceneviahealthbusinessservices,https://www.linkedin.com/company/ceneviahealthbusinessservices,Cenevia - Health Business Services,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"... (FQHC), private practices, hospitals, managed care organizations, and ... 201-500 employés. Siège social: Henrico, Virginia. Type: Partenariat. Fondée en ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",2,2026-04-17T07:55:41Z,,none,2
center-street-community-health-center,https://www.linkedin.com/company/center-street-community-health-center,Center Street Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Center Street Community Health Center | 126 følgere på LinkedIn. We are a patient ... 11–50 ansatte. Hovedkontor: Marion, Ohio. Type: Ideell organisasjon.","site:linkedin.com/company/ ""community health center"" ""11-50""",26,2026-04-17T07:51:34Z,https://csca.com,needs_review,2
centralcityhealth,https://www.linkedin.com/company/centralcityhealth,Central City Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"CCIH is a Federally Qualified Health Center (FQHC), As a FQHC, CCIH has ... 51-200 employees. Headquarters: Detroit, Michigan. Type: Nonprofit. Founded: 1971.","site:linkedin.com/company/ ""FQHC"" ""51-200""",13,2026-04-17T07:55:15Z,https://centralcityhealth.org,needs_review,2
charles-drew-health-center-inc-cdhc-,https://www.linkedin.com/company/charles-drew-health-center-inc-cdhc-,"Charles Drew Health Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"... community health center in 1983. Since then, Charles Drew Health Center's ... 51-200 employees. Headquarters: Omaha, NE. Type: Nonprofit. Founded: 1983.","site:linkedin.com/company/ ""community health center"" ""51-200""",8,2026-04-17T07:51:51Z,https://charlesdrew.com,ok,2
cscla,https://www.linkedin.com/company/cscla,Chinatown Service Center 華埠服務中心,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: Los Angeles, California. Type: Nonprofit ... FQHC—and speaks to Dr. Kwok's dedication to patient care. This milestone also ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",23,2026-04-17T07:56:07Z,https://csc.org,wrong_entity,2
chiricahua-community-health-centers-inc.,https://www.linkedin.com/company/chiricahua-community-health-centers-inc.,"Chiricahua Community Health Centers, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employés. Siège social: Douglas, Arizona. Type: Non lucratif ... Community Health Center and Clinton Kuntz, Jonathan Melk MD FAAP ...","site:linkedin.com/company/ ""community health center"" ""201-500""",5,2026-04-17T07:52:29Z,https://chiricahuacommunityhealthcenters.org,needs_review,2
choptank-community-health-system,https://www.linkedin.com/company/choptank-community-health-system,Choptank Community Health System,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"... community health center focused on providing primary medical and dental ... 201-500 employees. Headquarters: Denton, Maryland. Type: Nonprofit. Founded: 1980 ...","site:linkedin.com/company/ ""community health center"" ""201-500""",7,2026-04-17T07:52:31Z,,none,2
christian-community-health-center,https://www.linkedin.com/company/christian-community-health-center,Christian Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Externer Link zu Christian Community Health Center. Branche: Krankenhäuser und Gesundheitseinrichtungen. Größe: 51–200 Beschäftigte. Hauptsitz: Chicago, ...","site:linkedin.com/company/ ""community health center"" ""51-200""",2,2026-04-17T07:51:44Z,https://christian-community.org,ok,2
christopher-rural-health-planning-corp-,https://www.linkedin.com/company/christopher-rural-health-planning-corp-,Christopher Rural Health Planning Corporation,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,201-500 名員工. 總部: ChristopherIL. 類型: 非營利組織. 創立時間: 1979. 專長: Community Health Center、Dental Clinic、Medical Clinic、Behavioral Health、 ...,"site:linkedin.com/company/ ""community health center"" ""201-500""",13,2026-04-17T07:52:38Z,,none,2
clinicaromero,https://www.linkedin.com/company/clinicaromero,Clínica Monseñor Oscar A. Romero,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201–500 Beschäftigte. Hauptsitz: Los Angeles, CA. Art: Nonprofit. Gegründet ... Via Care Community Health Center. Krankenhäuser und Gesundheitseinrichtungen.","site:linkedin.com/company/ ""community health center"" ""201-500""",2,2026-04-17T07:52:26Z,,none,2
ccchc,https://www.linkedin.com/company/ccchc,Coal Country Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,关于我们. Coal Country Community Health Center is a local non-profit rural community health center ... 51-200 人. 总部: Beulah，North Dakota. 类型: 非营利机构 ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",11,2026-04-17T07:51:54Z,https://coalcountry.org,title_mismatch,2
codman-square-health-center,https://www.linkedin.com/company/codman-square-health-center,Codman Square Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Dorchester, MA. Type: Nonprofit. Founded ... Community Health Center, Behavioral Health, Mental Health, HIV ...","site:linkedin.com/company/ ""community health center"" ""201-500""",13,2026-04-17T07:52:38Z,https://www.hugedomains.com/domain_profile.cfm?d=codmansquare.com,parking,2
community-access-network,https://www.linkedin.com/company/community-access-network,Community Access Network,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 人. 总部: Lynchburg，VA. 类型: 非营利机构. 创立: 2015. 领域: Community Health Center、Primary Care、Behavioral Health和Social Services. 地点. 主要. 700 ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",7,2026-04-17T07:51:10Z,https://www.communityaccessnetwork.org,ok,2
community-clinic-of-maui-inc,https://www.linkedin.com/company/community-clinic-of-maui-inc,"Community Clinic of Maui, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... FQHC, 1 of 13 in HI. | We are a proud member of the national Community ... 51-200 employees. Headquarters: Wailuku, Hawaii. Type: Nonprofit. Founded: 1993.","site:linkedin.com/company/ ""FQHC"" ""51-200""",12,2026-04-17T07:55:14Z,http://community-clinic.com,thin_or_dead,2
community-clinical-services,https://www.linkedin.com/company/community-clinical-services,Community Clinical Services,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Lewiston, Maine. Type: Nonprofit. Founded ... FQHC Executive Director/Chief Financial… Click here to view Wendy Frayer's ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",13,2026-04-17T07:55:15Z,https://www.communityclinicalservices.org,ok,2
community-health-center-of-central-missouri,https://www.linkedin.com/company/community-health-center-of-central-missouri,Community Health Center of Central Missouri,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,Website: http://www.chccmo.org/. External link for Community Health Center of Central Missouri ; Industry: Hospitals and Health Care ; Company size: 51-200 ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",1,2026-04-17T07:51:43Z,https://communityhealthcenter.org,wrong_entity,2
community-health-center-of-central-wyoming,https://www.linkedin.com/company/community-health-center-of-central-wyoming,Community Health Center of Central Wyoming,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Community Health Center of Central Wyoming | 394 followers on LinkedIn ... 51-200 employees. Headquarters: Casper, Wyoming. Type: Nonprofit. Founded: 1999.","site:linkedin.com/company/ ""community health center"" ""51-200""",7,2026-04-17T07:51:50Z,https://communityhealthcenter.org,wrong_entity,2
community-health-center-of-franklin-county,https://www.linkedin.com/company/community-health-center-of-franklin-county,Community Health Center of Franklin County,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 de angajați. Sediu: Greenfield, Massachusetts. Tip: Non-profit. Înființată: 1997. Locații. Principal. 102 Main St. Greenfield, Massachusetts 01301, US.","site:linkedin.com/company/ ""community health center"" ""51-200""",20,2026-04-17T07:52:05Z,https://communityhealthcenter.org,wrong_entity,2
community-health-partnership-of-illinois-chp,https://www.linkedin.com/company/community-health-partnership-of-illinois-chp,Community Health Partnership of Illinois (CHP),1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees. Headquarters: Chicago, IL. Type: Nonprofit. Founded: 1991. Specialties: Health Care, Medical Care, Dental Care, Behavioral Health, Community ...","site:linkedin.com/company/ ""community health center"" ""51-200""",9,2026-04-17T07:51:52Z,https://tenchifresh.com/gallery.html,title_mismatch,2
chsiclinics,https://www.linkedin.com/company/chsiclinics,Community Health Service Inc.,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"51-200 employees ... Similar pages. Open Cities Health Center. Hospitals and Health Care. St Paul, Minnesota. Federally Qualified Health Center Unified Health ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",20,2026-04-17T07:53:36Z,https://communityhealthservice.org,parking,2
community-healthcore,https://www.linkedin.com/company/community-healthcore,Community Healthcore,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... Federally Qualified Health Center under CORE Health Systems, it is both an ... 201-500 employees. Headquarters: Longview, Texas. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",23,2026-04-17T07:54:18Z,https://communityhealthcore.org,thin_or_dead,2
community-link-consulting,https://www.linkedin.com/company/community-link-consulting,Community Link Consulting,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Otis Orchards, WA. Type: Privately Held ... FQHC, Community Health Centers, 340B, FTCA, OSV Prep, Policy Development ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",21,2026-04-17T07:55:26Z,https://www.communitylinkconsulting.com,ok,2
comtrea,https://www.linkedin.com/company/comtrea,Community Treatment Inc. (COMTREA),1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... Federally Qualified Health Center providing primary care, dental care, and ... 201-500 employees. Headquarters: Festus, MO. Type: Nonprofit. Founded: 1973 ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",22,2026-04-17T07:54:17Z,https://communitytreatment.com,parking,2
university-of-minnesota-community-university-health-care-center,https://www.linkedin.com/company/university-of-minnesota-community-university-health-care-center,Community-University Health Care Center (UMN),1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... federally qualified health center and also a department within the ... 201-500 employees. Headquarters: Minneapolis , MInnesota. Type: Government Agency.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",13,2026-04-17T07:54:05Z,,none,2
cooeyhealth,https://www.linkedin.com/company/cooeyhealth,Cooey Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Sunnyvale, CA. Type: Privately Held ... FQHC, Medicare, Medicaid, RPM, CCM, BHI, HIPAA, and Gen AI. Locations.","site:linkedin.com/company/ ""FQHC"" ""11-50""",14,2026-04-17T07:54:42Z,https://cooeyhealth.com,needs_review,2
coos-county-family-health-services,https://www.linkedin.com/company/coos-county-family-health-services,Coos County Family Health Services,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Funding: Federal Government (330 Community Health Center Grant), State of ... 51-200 employés. Siège social: Berlin, NH. Type: Non lucratif. Fondée en: 1974.","site:linkedin.com/company/ ""community health center"" ""51-200""",12,2026-04-17T07:51:55Z,https://cooscounty.org,parking,2
creek-valley-health-clinic,https://www.linkedin.com/company/creek-valley-health-clinic,Creek Valley Health Clinic,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Colorado City, Arizona. Type: Nonprofit. Locations ... Community Health Center of Yavapai. Hospitals and Health Care. Prescott ...","site:linkedin.com/company/ ""community health center"" ""11-50""",12,2026-04-17T07:51:15Z,,none,2
crescentcare,https://www.linkedin.com/company/crescentcare,CrescentCare,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 pekerja. Ibu pejabat: New Orleans, Louisiana. Jenis: Kebajikan ... Laman yang serupa. St. Thomas Community Health Center. Amalan Perubatan. New ...","site:linkedin.com/company/ ""community health center"" ""201-500""",29,2026-04-17T07:53:00Z,https://www.crescentcare.org,ok,2
dwl-architects---planners-inc,https://www.linkedin.com/company/dwl-architects---planners-inc,"DWL Architects + Planners, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51–200 ansatte. Hovedkontor: Phoenix, Arizona. Type: Privateid selskap. Grunnlagt: 1949. Spesialiteter: Architecture, Master Planning, Programming, Facilities ...","site:linkedin.com/company/ ""community health center"" ""51-200""",8,2026-04-17T07:51:51Z,https://dwlarchitects.org,title_mismatch,2
dogwood-health-trust,https://www.linkedin.com/company/dogwood-health-trust,Dogwood Health Trust,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,11-50 人. 总部: Asheville，North Carolina. 类型: 非营利机构. 创立: 2018. 地点. 主要. 890 Hendersonville Road. Suite 300. US，North Carolina，Asheville，28803. 获取 ...,"site:linkedin.com/company/ ""FQHC"" ""11-50""",6,2026-04-17T07:54:33Z,https://dogwoodhealthtrust.org,ok,2
eagle-view-community-health-system,https://www.linkedin.com/company/eagle-view-community-health-system,Eagle View Community Health System,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"... Federally Qualified Health Center (FQHC) based out of Oquawka, Illinois with ... 11-50 employees. Headquarters: Oquawka, IL. Type: Nonprofit. Locations.","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",2,2026-04-17T07:53:04Z,https://eagleviewcommunity.com,parking,2
ehchs,https://www.linkedin.com/company/ehchs,"East Harlem Council for Human Services, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: New York, New York. Type: Nonprofit. Founded: 1965 ... Any reduction in FQHC funding would have immediate and lasting consequences ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",12,2026-04-17T07:55:14Z,https://east-harlem.com,ok,2
elfhcc,https://www.linkedin.com/company/elfhcc,East Liberty Family Health Care Center,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... (FQHC) which means we are a community-based nonprofit organization that ... 51-200 employees. Headquarters: Pittsburgh, Pennsylvania. Type: Nonprofit.","site:linkedin.com/company/ ""FQHC"" ""51-200""",7,2026-04-17T07:55:08Z,https://www.eastliberty.org,ok,2
eastern-aleutian-tribes,https://www.linkedin.com/company/eastern-aleutian-tribes,Eastern Aleutian Tribes,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,직원 51-200명. 본사: Alaska Anchorage. 유형: 비영리. 설립: 1991. 전문 분야: Primary ... Adak Community Health Center. PO Box 2105. US Alaska Adak 99546. 길 보기.,"site:linkedin.com/company/ ""community health center"" ""51-200""",21,2026-04-17T07:52:07Z,https://www.eat.org,wrong_entity,2
el-dorado-community-health-center,https://www.linkedin.com/company/el-dorado-community-health-center,El Dorado Community Health Centers,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51–200 Beschäftigte. Hauptsitz: Placerville, CA. Art: Nonprofit. Gegründet: 2003. Spezialgebiete: Primary Care, Dental und Behavioral Health. Orte. Primär.","site:linkedin.com/company/ ""community health center"" ""51-200""",1,2026-04-17T07:51:43Z,https://www.hugedomains.com/domain_profile.cfm?d=eldoradocommunity.com,parking,2
elementcare,https://www.linkedin.com/company/elementcare,Element Care PACE,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201–500 Beschäftigte. Hauptsitz: Lynn, Massachusetts. Art: Nonprofit. Gegründet ... Lynn Community Health Center. Krankenhäuser und Gesundheitseinrichtungen.","site:linkedin.com/company/ ""community health center"" ""201-500""",2,2026-04-17T07:52:26Z,https://www.element-care.com,title_mismatch,2
erimish,https://www.linkedin.com/company/erimish,Erimish,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,직원 11-50명. 본사: Missouri Joplin. 유형: 상장기업. 설립: 2013. 위치. 기본. 5399 MO-43. US Missouri Joplin. 길 보기. Erimish 직원. Sarah Fretwell님의 프로필을 ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",16,2026-04-17T07:51:21Z,https://www.erimish.com,title_mismatch,2
